source,target,tgt_lng
Cast when Stunned Support,晕眩时施放(辅),zh-CN
Cast while Channelling Support,吟唱时施放(辅),zh-CN
Caustic Arrow,腐蚀箭矢,zh-CN
Caustic Arrow of Poison,剧毒之腐蚀箭矢,zh-CN
Chain Hook,钩链攻击,zh-CN
Chain Hook of Trarthus,特拉特斯之钩链攻击,zh-CN
Chain Support,连锁辅助,zh-CN
Chance to Bleed Support,几率流血(辅),zh-CN
Chance to Flee Support,几率逃跑(辅),zh-CN
Chance to Poison Support,低阶毒化(辅),zh-CN
Charged Dash,蓄力疾风闪,zh-CN
Charged Dash of Projection,投射之蓄力疾风闪,zh-CN
Charged Mines Support,充能地雷（辅）,zh-CN
Charged Traps Support,充能陷阱（辅）,zh-CN
Chitus' Apex,切特斯的威权,zh-CN
Clarity,清晰,zh-CN
Cleave,劈砍,zh-CN
Cleave of Rage,怒火之劈砍,zh-CN
Close Combat Support,近战（辅）,zh-CN
Cluster Traps Support,散弹陷阱(辅),zh-CN
Cobra Lash,毒蛇鞭击,zh-CN
Cold Snap,霜暴,zh-CN
Cold Snap of Power,强能之霜暴,zh-CN
Cold to Fire Support,寒冰转烈焰(辅),zh-CN
Companionship Support,忠诚伙伴（辅）,zh-CN
Conductivity,导电,zh-CN
Conflagration,燃火箭雨,zh-CN
Congregation Support,亡灵大军（辅）,zh-CN
Consecrated Path,奉献之路,zh-CN
Consecrated Path of Endurance,强韧之奉献之路,zh-CN
Contagion,顽疾,zh-CN
Contagion of Subsiding,痼疾之瘟疫,zh-CN
Contagion of Transference,转移之瘟疫,zh-CN
Controlled Blaze Support,精准炽炎（辅）,zh-CN
Controlled Destruction Support,精准破坏(辅),zh-CN
Conversion Trap,迷魅陷阱,zh-CN
Convocation,号召,zh-CN
Cooldown Recovery Support,冷却回复（辅）,zh-CN
Corrupt,腐化,zh-CN
Corrupting Cry Support,腐化战吼（辅）,zh-CN
Corrupting Fever,腐灼热瘟,zh-CN
Crackling Lance,霹雳长枪,zh-CN
Crackling Lance of Branching,分叉之霹雳长枪,zh-CN
Crackling Lance of Disintegration,瓦解之霹雳长枪,zh-CN
Creeping Frost,电光寒霜,zh-CN
Creeping Frost of Floes,浮冰之电光寒霜,zh-CN
Cremation,火葬,zh-CN
Cremation of Exhuming,掘灭之火葬,zh-CN
Cremation of the Volcano,火山之火葬,zh-CN
Critical Strike Affliction Support,毒化(辅),zh-CN
Cruelty Support,凌厉（辅）,zh-CN
Crushing Fist,粉碎重拳,zh-CN
Cull the Weak Support,弱肉强食（辅）,zh-CN
Culling Strike Support,终结(辅),zh-CN
Cursed Ground Support,诅咒之地辅助,zh-CN
Cyclone,旋风斩,zh-CN
Cyclone of Tumult,嚣狂之旋风斩,zh-CN
Damage Infusion,伤害灌注,zh-CN
Damage on Full Life Support,满血伤害（辅）,zh-CN
Dance in the White,白霜漫舞,zh-CN
Dark Pact,暗夜契约,zh-CN
Dark Pact of Trarthus,特拉特斯之暗夜血契,zh-CN
Deadly Ailments Support,致命异常状态(辅),zh-CN
Death Aura,陨命光环,zh-CN
Decay Support,腐蚀(辅),zh-CN
Decoy Totem,诱饵图腾,zh-CN
Defiance Banner,抗争之旗,zh-CN
Desecrate,亵渎,zh-CN
Despair,绝望,zh-CN
Destructive Link,毁灭羁绊,zh-CN
Determination,坚定,zh-CN
Detonate Dead,爆灵术,zh-CN
Detonate Dead of Chain Reaction,连锁之爆灵术,zh-CN
Detonate Dead of Scavenging,掠命之爆灵术,zh-CN
Detonate Mines,引爆地雷,zh-CN
Devour Support,吞噬（辅）,zh-CN
Devouring Totem,吞噬图腾,zh-CN
Dialla's Malefaction,达拉的罪刑,zh-CN
Discharge of Misery,苦难之解放,zh-CN
Discipline,纪律,zh-CN
Discorectangle Slam,魔方之击,zh-CN
Divine Blast,神圣冲击,zh-CN
Divine Blessing Support,神圣祝福（辅）,zh-CN
Divine Ire,圣怨,zh-CN
Divine Ire of Disintegration,瓦解之圣怨,zh-CN
Divine Ire of Holy Lightning,神雷之圣怨,zh-CN
Divine Retribution,神圣报应,zh-CN
Divine Sentinel Support,神圣哨兵（辅）,zh-CN
Dominating Blow,霸气之击,zh-CN
Dominating Blow of Inspiring,奋发之霸气之击,zh-CN
Double Strike,双重打击,zh-CN
Double Strike of Impaling,穿刺之双重打击,zh-CN
Double Strike of Momentum,动量之双重打击,zh-CN
Dread Banner,恐怖之旗,zh-CN
Dual Strike,双持打击,zh-CN
Dual Strike of Ambidexterity,巧手之双持打击,zh-CN
Earthbreaker Support,裂地之灵（辅）,zh-CN
Earthquake,震地,zh-CN
Earthquake of Amplification,增幅之地震,zh-CN
Earthshatter,尖刺战吼,zh-CN
Earthshatter of Fragility,脆弱之尖刺战吼,zh-CN
Earthshatter of Prominence,涌升之尖刺战吼,zh-CN
Eclipse Support,月蚀（辅）,zh-CN
Edify Support,启发（辅）,zh-CN
Efficacy Support,效能(辅),zh-CN
Eldritch Blasphemy Support,古神亵渎（辅）,zh-CN
Elemental Army Support,元素大军（辅）,zh-CN
Elemental Damage with Attacks Support,武器元素伤害(辅),zh-CN
Elemental Focus Support,元素集中(辅),zh-CN
Elemental Hit of the Spectrum,光谱之元素打击,zh-CN
Elemental Projectiles,元素投掷物,zh-CN
Elemental Proliferation Support,元素扩散(辅),zh-CN
Elemental Weakness,元素要害,zh-CN
Empower Support,赋予辅助,zh-CN
Endurance Charge on Melee Stun Support,近战击晕获得耐力球(辅),zh-CN
Enduring Cry,坚决战吼,zh-CN
Energy Blade,能量之刃,zh-CN
Energy Leech Support,能量偷取（辅）,zh-CN
Enervating Grasp,虚弱之握,zh-CN
Enfeeble,衰弱,zh-CN
Enhance Support,增幅辅助,zh-CN
Enlighten Support,启蒙辅助,zh-CN
Ensnaring Arrow,诱捕之箭,zh-CN
Envy,嫉妒,zh-CN
Essence Drain,精华吸取,zh-CN
Essence Drain of Desperation,绝望之灵魂吸取,zh-CN
Essence Drain of Wickedness,邪门之灵魂吸取,zh-CN
Eternal Blessing Support,永恒祝福 （辅）,zh-CN
Ethereal Knives,虚空匕首,zh-CN
Ethereal Knives of Lingering Blades,徘徊之虚空匕首,zh-CN
Ethereal Knives of the Massacre,狂戮之虚空匕首,zh-CN
Eviscerate,剔骨,zh-CN
Excommunicate Support,神圣驱逐(辅）,zh-CN
Exemplar Support,英勇典范（辅）,zh-CN
Expert Retaliation Support,专擅反击（辅）,zh-CN
Explosive Arrow,爆炸箭矢,zh-CN
Explosive Concoction,爆破灵药,zh-CN
Explosive Concoction of Destruction,毁灭之爆破灵药,zh-CN
Explosive Trap,爆炸陷阱,zh-CN
Explosive Trap of Magnitude,剧烈之爆炸陷阱,zh-CN
Explosive Trap of Shrapnel,破片之爆炸陷阱,zh-CN
Exsanguinate,赤炼魔光,zh-CN
Exsanguinate of Transmission,传输之赤炼魔光,zh-CN
Eye of Winter,凛冬之眼,zh-CN
Eye of Winter of Finality,暮冬之凛冬之眼,zh-CN
Eye of Winter of Transience,瞬息之凛冬之眼,zh-CN
Fallen from Grace,贵族殒落,zh-CN
Falling Crystals,天坠冰晶,zh-CN
Faster Attacks Support,快速攻击(辅),zh-CN
Faster Casting Support,快速施法(辅),zh-CN
Faster Projectiles Support,快速投射(辅),zh-CN
Feeding Frenzy Support,狂噬（辅）,zh-CN
Fire Trap,火焰陷阱,zh-CN
Fire Trap of Blasting,震爆之火焰陷阱,zh-CN
Fire Weapon,烈焰武器,zh-CN
Fireball,火球,zh-CN
Firestorm,烈炎风暴,zh-CN
Firestorm of Meteors,陨星之烈炎风暴,zh-CN
Firestorm of Pelting,碎焰之烈炎风暴,zh-CN
Fissure Support,裂缝（辅）,zh-CN
Fist of War Support,战争铁拳（辅）,zh-CN
Flame Dash,烈焰冲刺,zh-CN
Flame Dash of Return,归返之烈焰冲刺,zh-CN
Flame Link,烈炎羁绊,zh-CN
Flame Surge,怒焰奔腾,zh-CN
Flame Surge of Combusting,爆燃之怒焰奔腾,zh-CN
Flame Wall,烈焰之墙,zh-CN
Flameblast,烈焰爆破,zh-CN
Flameblast of Celerity,敏捷之烈焰爆破,zh-CN
Flameblast of Contraction,聚火之烈焰爆破,zh-CN
Flamethrower Trap,掷火陷阱,zh-CN
Flamethrower Trap of Stability,稳定之掷火陷阱,zh-CN
Flamewood Support,焚木烈火（辅）,zh-CN
Flammability,易燃,zh-CN
Flammable Shot,诱燃射击,zh-CN
Flesh and Stone,血肉与岩石,zh-CN
Flesh Offering,血肉奉献,zh-CN
Flicker Strike,闪现打击,zh-CN
Flicker Strike of Power,强能之闪现打击,zh-CN
Focused Ballista Support,弩炮集火（辅）,zh-CN
Focused Channelling Support,专注吟唱（辅）,zh-CN
Forbidden Rite,禁断典仪,zh-CN
Forbidden Rite of Soul Sacrifice,祭魂之禁断典仪,zh-CN
Fork Support,分裂(辅),zh-CN
Fortify Support,护体(辅),zh-CN
Foulgrasp Support,邪秽之握（辅）,zh-CN
Freezing Pulse,冰霜脉冲,zh-CN
Frenzy,狂怒,zh-CN
Frenzy of Onslaught,猛攻之狂怒,zh-CN
Fresh Meat Support,鲜肉（辅）,zh-CN
Frigid Bond Support,冰冽连接（辅）,zh-CN
Frost Blades,冰霜之刃,zh-CN
Frost Blades of Katabasis,冥域之冰霜之刃,zh-CN
Frost Bomb,寒霜爆,zh-CN
Frost Bomb of Forthcoming,延时之寒霜爆,zh-CN
Frost Bomb of Instability,动荡之寒霜爆,zh-CN
Frost Shield,冰霜护盾,zh-CN
Frost Wall,冰墙,zh-CN
Frost Wall of Encroachment,侵袭之冰墙,zh-CN
Frostbite,冻伤,zh-CN
Frostblink of Wintry Blast,冰爆之冰霜闪现,zh-CN
Frostbolt,寒冰弹,zh-CN
Frostferno,霜狱,zh-CN
Frostmage Support,寒霜法师（辅）,zh-CN
Frozen Legion,冰封军团,zh-CN
Frozen Legion of Rallying,集结之冰封军团,zh-CN
Galvanic Arrow,电光箭,zh-CN
Galvanic Arrow of Energy,聚能之电光箭,zh-CN
Galvanic Arrow of Surging,浪涌之电光箭,zh-CN
Galvanic Field,电流场,zh-CN
Galvanic Field of Intensity,剧烈之电流场,zh-CN
General's Cry,将军之吼,zh-CN
Generosity Support,和善(辅),zh-CN
Glacial Cascade,冰川之刺,zh-CN
Glacial Cascade of the Fissure,裂隙之冰川之刺,zh-CN
Glacial Hammer of Shattering,碎冰之冰霜之锤,zh-CN
Glacial Shield Swipe,冰川盾袭,zh-CN
Glowing Silhouette,光铸剪影,zh-CN
Gluttony of Elements,元素饕餮,zh-CN
Gluttony Support,暴食（辅）,zh-CN
Grace,优雅,zh-CN
Grand Heist,劫盗之星,zh-CN
Greater Ancestral Call Support,高阶先祖召唤（辅）,zh-CN
Greater Chain Support,高阶连锁（辅）,zh-CN
Greater Devour Support,高阶吞噬（辅）,zh-CN
Greater Fork Support,高阶分裂（辅）,zh-CN
Greater Kinetic Instability Support,高阶念动失稳（辅）,zh-CN
Greater Multiple Projectiles Support,高阶多重投射辅助,zh-CN
Greater Multistrike Support,高阶多重打击（辅）,zh-CN
Greater Spell Cascade Support,高阶多重施法范围（辅）,zh-CN
Greater Spell Echo Support,高阶施法回响（辅）,zh-CN
Greater Unleash Support,高阶释出（辅）,zh-CN
Greater Volley Support,高阶齐射（辅）,zh-CN
Ground Slam,裂地之击,zh-CN
Ground Slam of Earthshaking,震地之裂地之击,zh-CN
Guardian's Blessing Support,守卫祝福（辅）,zh-CN
Hallow Support,圣化（辅）,zh-CN
Harrowing Throng Support,亡灵大军（辅）,zh-CN
Haste,迅捷,zh-CN
Hatred,憎恨,zh-CN
Heart of Flame,烈焰之心,zh-CN
Heavy Strike,重击,zh-CN
Heavy Strike of Trarthus,特拉特斯之重击,zh-CN
Herald of Agony,苦痛之捷,zh-CN
Herald of Ash,灰烬之捷,zh-CN
Herald of Ice,寒冰之捷,zh-CN
Herald of Purity,纯净之捷,zh-CN
Herald of Thunder,闪电之捷,zh-CN
Hex Bloom Support,魔蛊绽放辅助,zh-CN
Hexblast,魔蛊爆炸,zh-CN
Hexblast of Contradiction,悖论之魔蛊爆炸,zh-CN
Hexblast of Havoc,浩劫之魔蛊爆炸,zh-CN
Hexpass Support,魔蛊通道（辅）,zh-CN
Hextoad Support,魔蛊蟾蜍（辅）,zh-CN
Hextouch Support,蛊咒（辅）,zh-CN
High-Impact Mine Support,高爆地雷（辅）,zh-CN
His Burning Message,焚世箴言,zh-CN
Hiveborn Support,裂隙虫群（辅）,zh-CN
Holy Flame Totem,圣焰图腾,zh-CN
Holy Flame Totem of Ire,怒焰之圣焰图腾,zh-CN
Holy Hammers,神圣之锤,zh-CN
Holy Strike,神圣打击,zh-CN
Holy Sweep,神圣横扫,zh-CN
Hydrosphere,水源法球,zh-CN
Ice Crash,寒冰冲击,zh-CN
Ice Crash of Cadence,错落之寒冰冲击,zh-CN
Ice Nova,冰霜新星,zh-CN
Ice Nova of Deep Freeze,深寒之冰霜新星,zh-CN
Ice Nova of Frostbolts,寒冰弹之冰霜新星,zh-CN
Ice Shot,冰霜射击,zh-CN
Ice Shot of Penetration,贯穿之冰霜射击,zh-CN
Ice Spear of Splitting,分裂之冰矛,zh-CN
Ice Trap,冰冻陷阱,zh-CN
Ice Trap of Hollowness,空洞之冰冻陷阱,zh-CN
Icefire,霜火,zh-CN
Icicle Mine,冰锥地雷,zh-CN
Icicle Mine of Fanning,扩散之冰锥地雷,zh-CN
Icicle Mine of Sabotage,破坏之冰锥地雷,zh-CN
Ignite Proliferation Support,点燃扩散(辅),zh-CN
Immortal Call,不朽怒嚎,zh-CN
Impale Support,穿刺,zh-CN
Impending Doom Support,末日将至（辅）,zh-CN
Incinerate,烧毁,zh-CN
Incinerate of Expanse,蔓延之烧毁,zh-CN
Incinerate of Venting,泄火之烧毁,zh-CN
Increased Area of Effect Support,增大范围(辅),zh-CN
Increased Critical Damage Support,提高暴击伤害(辅),zh-CN
Increased Critical Strikes Support,提高暴击几率(辅),zh-CN
Incursion league,穿越联盟,zh-CN
Infernal Blow,炼狱之击,zh-CN
Infernal Blow of Immolation,献祭之炼狱之击,zh-CN
Infernal Cry,炼狱战吼,zh-CN
Infernal Legion Support,炎军（辅）,zh-CN
Infernal Sweep,炼狱裂击,zh-CN
Infused Channelling Support,灌能吟唱(辅),zh-CN
Intensify Support,法术凝聚（辅）,zh-CN
Intimidating Cry,威吓战吼,zh-CN
Intuitive Link,直觉羁绊,zh-CN
Invention Support,发明（辅）,zh-CN
Invert the Rules Support,逆转规则（辅）,zh-CN
Iron Grip Support,钢铁之握(辅),zh-CN
Iron Will Support,钢铁意志(辅),zh-CN
Item Quantity Support,物品数量增幅(辅),zh-CN
Item Rarity Support,物品稀有度增幅(辅),zh-CN
Item socket,物品插槽,zh-CN
Karui Shores,卡鲁沿岸,zh-CN
Kinetic Blast,力量爆破,zh-CN
Kinetic Blast of Clustering,集束之力量爆破,zh-CN
Kinetic Bolt,念动飞箭,zh-CN
Kinetic Bolt of Fragmentation,碎裂之念动飞箭,zh-CN
Kinetic Fusillade,念动齐射,zh-CN
Kinetic Fusillade of Detonation,引爆之念动齐射,zh-CN
Kinetic Instability Support,念动失稳（辅）,zh-CN
Kinetic Rain,念动之雨,zh-CN
Kinetic Rain of Impact,冲击之念动之雨,zh-CN
Knockback Support,击退(辅),zh-CN
Lacerate,破空斩,zh-CN
Lacerate of Butchering,痛宰之破空斩,zh-CN
Lacerate of Haemorrhage,血涌之破空斩,zh-CN
Lancing Steel,断金之刃,zh-CN
Lancing Steel of Spraying,飞射之断金之刃,zh-CN
Leap Slam,跃击,zh-CN
Leap Slam of Groundbreaking,破土之震地跃击,zh-CN
Less Duration Support,持续时间缩短(辅),zh-CN
Lesser Reduced Mana Cost Support,低阶减小魔力消耗(辅),zh-CN
Lethal Dose Support,致死剂量（辅）,zh-CN
Life Gain on Hit Support,击中生命回复(辅),zh-CN
Life Leech Support,生命偷取辅助,zh-CN
Lifetap Support,赤炼（辅）,zh-CN
Lightning Arrow,闪电箭矢,zh-CN
Lightning Arrow of Electrocution,电殛之闪电箭矢,zh-CN
Lightning Channel,闪电链结,zh-CN
Lightning Circle,雷霆之环,zh-CN
Lightning Conduit,闪电通道,zh-CN
Lightning Conduit of the Heavens,苍穹之闪电通道,zh-CN
Lightning Spire Trap,电塔陷阱,zh-CN
Lightning Spire Trap of Overloading,超载之电塔陷阱,zh-CN
Lightning Spire Trap of Zapping,震荡之电塔陷阱,zh-CN
Lightning Strike,闪电打击,zh-CN
Lightning Strike of Arcing,弧光之闪电打击,zh-CN
Lightning Tendrils,电能释放,zh-CN
Lightning Tendrils of Eccentricity,离心之电能释放,zh-CN
Lightning Tendrils of Escalation,增幅之电能释放,zh-CN
Lightning Trap,闪电陷阱,zh-CN
Lightning Trap of Sparking,火花之闪电陷阱,zh-CN
Lilly Roth,莉莉罗斯,zh-CN
Living Lightning Support,活体闪电（辅）,zh-CN
Locus Mine Support,核心地雷（辅）,zh-CN
Machinations Support,诡诈阴谋（辅）,zh-CN
Magnetism Support,磁力（辅）,zh-CN
Maim Support,瘫痪(辅),zh-CN
Malevolence,怨毒光环,zh-CN
Mana Leech Support,魔力偷取(辅),zh-CN
Manabond,缚魔电场,zh-CN
Manaforged Arrows Support,法铸箭矢（辅）,zh-CN
Mark On Hit Support,击中时施加印记（辅）,zh-CN
Meat Shield Support,肉盾（辅）,zh-CN
Melee Physical Damage Support,近战物理伤害(辅),zh-CN
Melee Splash Support,近战伤害扩散(辅),zh-CN
Minefield Support,地雷网(辅),zh-CN
Minion Damage Support,召唤物伤害辅助,zh-CN
Minion Life Support,召唤生物生命(辅),zh-CN
Minion Pact Support,随从契约（辅）,zh-CN
Minion Speed Support,召唤物速度辅助,zh-CN
Mirage Archer Support,幻影射手(辅),zh-CN
Mirror Arrow of Bombarding Clones,轰炸复制体之魅影射击,zh-CN
Mirror Arrow of Prismatic Clones,棱光复制体之魅影射击,zh-CN
Molten Shell,熔岩护盾,zh-CN
Molten Strike,熔岩之击,zh-CN
Molten Strike of the Zenith,天顶之熔岩之击,zh-CN
Momentum Support,动量（辅）,zh-CN
More Duration Support,持续时间总增（辅）,zh-CN
Multiple Projectiles Support,多重投射(辅),zh-CN
Multiple Totems Support,多重图腾（辅）,zh-CN
Multiple Traps Support,多重陷阱(辅),zh-CN
Multistrike Support,多重打击(辅),zh-CN
Mutated Growth,堕落异体,zh-CN
New Blade Vortex,新飞刃风暴,zh-CN
New Shock Nova,新式闪电新星,zh-CN
NewPunishment,新惩戒,zh-CN
Nightblade Support,夜刃（辅）,zh-CN
Orb of Storms,风暴漩涡,zh-CN
Orb of Storms of Squalls,狂风之风暴旋涡,zh-CN
Order: To me!,命令：来我身边！,zh-CN
Overcharge Support,过载（辅）,zh-CN
Overcharged Sinews,血肉过载,zh-CN
Overexertion Support,超能增助（辅）,zh-CN
Overheat Support,过热（辅）,zh-CN
Overloaded Intensity Support,过载强度（辅）,zh-CN
Pacifism Support,和平主义（辅）,zh-CN
Penance Brand,忏悔烙印,zh-CN
Penance Brand of Conduction,传导之忏悔烙印,zh-CN
Penance Brand of Dissipation,辐照之忏悔烙印,zh-CN
Perandus Signet,普兰德斯之记,zh-CN
Perforate,凿击,zh-CN
Perforate of Bloodshed,喋血之凿击,zh-CN
Perforate of Duality,对偶之凿击,zh-CN
Pestilent Strike,致疫打击,zh-CN
Petrified Blood,赤血凝结,zh-CN
Phase Run,暗影迷踪,zh-CN
Physical to Lightning Support,物理转闪电(辅),zh-CN
Pierce Support,穿透(辅),zh-CN
Pinpoint Support,会心一击（辅）,zh-CN
Plague Bearer,灾难使徒,zh-CN
Playtest Attack,无穷之击,zh-CN
Playtest Slam,无穷猛击,zh-CN
Playtest Spell,无穷法术,zh-CN
Poacher's Mark,盗猎者印记,zh-CN
Point Blank Support,零点射击(辅),zh-CN
Poisonous Concoction,毒爆灵药,zh-CN
Poisonous Concoction of Bouncing,弹跃之毒爆灵药,zh-CN
Power Charge On Critical Support,暴击获得暴击球(辅),zh-CN
Power Siphon,力量抽取,zh-CN
Power Siphon of the Archmage,大法师之力量抽取,zh-CN
Precision,精准,zh-CN
Predator Support,掠食（辅）,zh-CN
Preserving Stillness,静谧守恒,zh-CN
Pride,尊严,zh-CN
Prismatic Burst Support,棱光魔爆（辅）,zh-CN
Protective Link,防御羁绊,zh-CN
Pulverise Support,粉碎（辅）,zh-CN
Puncture of Shanking,割碎之放血,zh-CN
Punishment,惩戒,zh-CN
Purifying Flame,净化烈焰,zh-CN
Purifying Flame of Revelations,启示之净化烈焰,zh-CN
Purity of Elements,元素净化,zh-CN
Purity of Fire,火焰净化,zh-CN
Purity of Ice,冰霜净化,zh-CN
Purity of Lightning,闪电净化,zh-CN
Pyre Support,燃焰（辅）,zh-CN
Pyroclast Mine,火屑地雷,zh-CN
Pyroclast Mine of Sabotage,破坏之火屑地雷,zh-CN
Quickstep,疾步,zh-CN
Rage Support,怒火（辅）,zh-CN
Rage Vortex,怒火漩涡,zh-CN
Rage Vortex of Berserking,狂暴之怒火漩涡,zh-CN
Rain of Arrows of Artillery,炮击之箭雨,zh-CN
Rain of Arrows of Saturation,饱和之箭雨,zh-CN
Raise Spectre,召唤灵体,zh-CN
Raise Spectre of Transience,瞬息之召唤灵体,zh-CN
Raise Zombie,魔卫复苏,zh-CN
Raise Zombie of Falling,殒命之魔卫复苏,zh-CN
Raise Zombie of Slamming,猛击之魔卫复苏,zh-CN
Rallying Cry,激励战吼,zh-CN
Reap,绝命之镰,zh-CN
Reave,冲击波,zh-CN
Reave of Refraction,折射之冲击波,zh-CN
Rejuvenation Totem,回春图腾,zh-CN
Rending Steel,裂肉铁刃,zh-CN
Return to Dust,归于尘土,zh-CN
Returning Projectiles Support,投射物归返（辅）,zh-CN
Righteous Fire,正义之火,zh-CN
Righteous Fire of Arcane Devotion,尊法之正义之火,zh-CN
Righteous Lightning,正义怒雷,zh-CN
Riptide,激流,zh-CN
Rolling Magma,熔岩奔涌,zh-CN
Rupture Support,残破（辅）,zh-CN
Ruthless Support,无情(辅),zh-CN
Sacred Wisps Support,圣洁鬼灵（辅）,zh-CN
Sacrifice Support,牺牲（辅）,zh-CN
Sadism Support,凌虐（辅）,zh-CN
Scorching Ray,灼热光线,zh-CN
Scorching Ray of Immolation,焚灭之灼热光线,zh-CN
Scornful Herald Support,蔑视使者（辅）,zh-CN
Scourge Arrow,天灾之箭,zh-CN
Scourge Arrow of Menace,威胁之天灾之箭,zh-CN
Searing Bond,灼热连接,zh-CN
Searing Bond of Detonation,引爆之灼热连接,zh-CN
Seismic Cry,震地战吼,zh-CN
Seismic Trap,震波陷阱,zh-CN
Seismic Trap of Swells,膨胀之震波陷阱,zh-CN
Seize the Flesh,攫取血肉,zh-CN
Shadow Blades,幻影之刃,zh-CN
Shattering Steel,破碎铁刃,zh-CN
Shattering Steel of Ammunition,备弹之破碎铁刃,zh-CN
Shield Charge,重盾冲锋,zh-CN
Shield Crush,盾牌碾压,zh-CN
Shield Crush of the Chieftain,酋长之盾牌碾压,zh-CN
Shield of Light,光明之盾,zh-CN
Shock Nova,闪电新星,zh-CN
Shock Nova of Procession,加护之闪电新星,zh-CN
Shockwave Support,震波（辅）,zh-CN
Shockwave Totem,震波图腾,zh-CN
Shockwave Totem of Authority,统御之震波图腾,zh-CN
Shrapnel Ballista,散射弩炮,zh-CN
Shrapnel Ballista of Steel,刚刃之散射弩炮,zh-CN
Siege Ballista,攻城炮台,zh-CN
Siege Ballista of Splintering,分叉之攻城炮台,zh-CN
Siege Ballista of Trarthus,特拉特斯之攻城炮台,zh-CN
Sigil of Power,威能法印,zh-CN
Siosa,萨欧赛,zh-CN
Siphoning Trap,虹吸陷阱,zh-CN
Siphoning Trap of Pain,痛苦之虹吸陷阱,zh-CN
Slower Projectiles Support,投射物减速(辅),zh-CN
Smite,惩击,zh-CN
Smite of Divine Judgement,圣裁之惩击,zh-CN
Smoke Mine,烟雾地雷,zh-CN
Snipe,狙击,zh-CN
Sniper's Mark,狙击印记,zh-CN
Somatic Shell,念动壁垒,zh-CN
Soul Link,灵魂羁绊,zh-CN
Soulrend,裂魂术,zh-CN
Soulrend of Reaping,收割之裂魂术,zh-CN
Soulrend of the Spiral,螺旋之裂魂术,zh-CN
Spark,电球,zh-CN
Spark of the Nova,新星之电球,zh-CN
Spark of Unpredictability,无常之电球,zh-CN
Spectral Helix,灵幻旋斩,zh-CN
Spectral Helix of Trarthus,特拉特斯之灵幻旋斩,zh-CN
Spectral Shield Throw,灵盾投掷,zh-CN
Spectral Shield Throw of Shattering,碎裂之灵盾投掷,zh-CN
Spectral Shield Throw of Trarthus,特拉特斯之灵盾投掷,zh-CN
Spectral Spinning Weapon,灵体武器,zh-CN
Spectral Throw,灵体投掷,zh-CN
Spectral Throw of Materialising,具化之灵体投掷,zh-CN
Spectral Throw of Trarthus,特拉特斯之灵体投掷,zh-CN
Spell Cascade Support,多重范围施法(辅),zh-CN
Spell Echo Support,施法回响(辅),zh-CN
Spell Totem Support,法术图腾(辅),zh-CN
Spellblade Support,碎影魔刃（辅）,zh-CN
Spellslinger,法术节魔,zh-CN
Spirit Offering,灵魂奉献,zh-CN
Split Arrow,分裂箭矢,zh-CN
Split Arrow of Splitting,分裂之分裂箭矢,zh-CN
Split Projectiles Support,投射物分裂(辅),zh-CN
Splitting Steel,分裂钢刃,zh-CN
Splitting Steel of Ammunition,备弹之分裂钢刃,zh-CN
Stat,统计数据,zh-CN
Static Strike,充能打击,zh-CN
Static Strike of Gathering Lightning,聚雷之充能打击,zh-CN
Static Tether,静电锁链,zh-CN
Steelskin,钢铁之肤,zh-CN
Storm Brand,风暴烙印,zh-CN
Storm Brand of Indecision,无定之风暴烙印,zh-CN
Storm Burst,裂风雷球,zh-CN
Storm Burst of Repulsion,抗拒之裂风雷球,zh-CN
Storm Call,风暴呼唤,zh-CN
Storm Call of Trarthus,特拉特斯之风暴呼唤,zh-CN
Storm Rain,暴雨箭,zh-CN
Storm Rain of the Conduit,引雷之暴雨箭,zh-CN
Storm Rain of the Fence,栅篱之暴雨箭,zh-CN
Stormbind,缚雷之纹,zh-CN
Stormbind of Teleportation,传送之缚雷之纹,zh-CN
Stormblast Mine,雷暴地雷,zh-CN
Stun Support,击晕(辅),zh-CN
Summon Carrion Golem,召唤腐化魔像,zh-CN
Summon Carrion Golem of Hordes,结群之召唤腐化魔像,zh-CN
Summon Carrion Golem of Scavenging,敛骸之召唤腐化魔像,zh-CN
Summon Chaos Golem,召唤混沌魔像,zh-CN
Summon Chaos Golem of Hordes,结群之召唤混沌魔像,zh-CN
Summon Chaos Golem of the Maelström,混渊之召唤混沌魔像,zh-CN
Summon Flame Golem,召唤烈焰魔像,zh-CN
Summon Flame Golem of Hordes,结群之召唤烈焰魔像,zh-CN
Summon Flame Golem of the Meteor,陨星之召唤烈焰魔像,zh-CN
Summon Holy Relic,召唤圣物,zh-CN
Summon Holy Relic of Conviction,定罪之召唤圣物,zh-CN
Summon Ice Golem,召唤寒冰魔像,zh-CN
Summon Ice Golem of Hordes,结群之召唤寒冰魔像,zh-CN
Summon Ice Golem of Shattering,碎冰之召唤寒冰魔像,zh-CN
Summon Lightning Golem,召唤闪电魔像,zh-CN
Summon Lightning Golem of Hordes,结群之召唤闪电魔像,zh-CN
Summon Phantasm Support,召唤幻影（辅）,zh-CN
Summon Raging Spirit,召唤愤怒狂灵,zh-CN
Summon Raging Spirit of Enormity,凶恶之召唤愤怒狂灵,zh-CN
Summon Reaper,召唤追命死灵,zh-CN
Summon Reaper of Eviscerating,裂骨之召唤追命死灵,zh-CN
Summon Reaper of Revenants,亡魂之召唤追命死灵,zh-CN
Summon Skeletons Channelled,召唤魔侍(吟唱),zh-CN
